Unit #,Unit Description,Department,Area,Model No.,Critical Unit,Serial No.,Install Date,Refrigerant,Filter Size,Tons,Asset Type,Location List,Number of Filters,Weight
744,4 Hi Chiller,CM 2,Tension Level,30XAB352F4-03H73,FALSE,2618Q96210,8/1/2019,R134,,350,Chiller,,0,CIR A 200LBS CIR B 195LBS
743,6 Hi Chiller,CM 2,Tension Level,30XAB352F4-03H73,FALSE,2618Q96216,8/1/2019,R134,,350,Chiller,,0,Circuit A 200LBS Circuit B 195lbs
088,Degasser Chiller,Degasser,Degasser Chiller,30HXC186R671K,FALSE,3812Q20437,,R134A,,185,Water Source Chiller,,0,135lbs x2
81A,Caster Chiller A West,Caster,Caster Chiller A West,30HXC096M--671KA,FALSE,3113Q21225,,R134A,,95,Water Source Chiller,,0,"""94LBS,70LBS"""
81B,Caster Chiller B East,Caster,Caster Chiller B East,30HXC096M--671KA,FALSE,3113Q21259,,R134A,,95,Water Source Chiller,,0,"""94LBS,70LBS"""
259,Pickle Chiller EAST,Pickle Line,Pickle Chiller EAST,30HXC086R661,FALSE,0908Q08834,,R134A,,85,Water Source Chiller,,0,76/75 LBS
260,Pickle Chiller WEST,Pickle Line,Pickle Chiller WEST,30HXC086R661,FALSE,0908Q08835,,R134A,,85,Water Source Chiller,,0,76/75 LBS
081,Caster Chiller,Caster,Caster Chiller,30HXC086R-671,FALSE,2316Q23534,1/1/2017,R134A,,85,Water Source Chiller,,0,"""75,76 LBS"""
402B,Melt Shop Chiller,MS Outer Bldgs,Melt Shop Chiller,30XAB0826T,FALSE,3513Q93330,,R134A,,75,Air to Air,,0,121
402A,Melt Shop Chiller,MS Outer Bldgs,Melt Shop Chiller,30XAB0826T,FALSE,3513Q93336,,R134A,,75,Air to Air,,0,121
235,Process Elect Galv Line Chiller,Cold Mill,Process Elect Galv Line Chiller,30GTN060631KA,FALSE,5103F70103,,R22,,60,Air to Air Chiller,,0,52/54LBS
135,Cyclo Rm. 3,Hot Mill,Cyclo Rm. 3,50BT044610,FALSE,0292F81586,,R22,24X24,50,Water Source,,10,26LB/26LB
131,Cyclo Rm. 5,Hot Mill,Cyclo Rm. 5,50BT044610,FALSE,0792F85973,,R22,24X24,50,Water Source,,10,26LB/26LB
405,Roll Mill Chiller,MS Outer Bldgs,Roll Mill Chilller,30GTN050620KA,FALSE,1702F49429,,R22,,50,Air to Air,,0,48/60 LB
404,Roll Mill Chiller,MS Outer Bldgs,Roll Mill Chilller,30GTN050620KA,FALSE,1902F52649,,R22,,50,Air to Air,,0,48/60 LB
134,Cyclo Rm.2,Hot Mill,Cyclo Rm.2,50BT054610,FALSE,2191F61805,,R22,24X24,50,Water Source,,10,33LB/33LB
133,Cyclo Rm. 1,Hot Mill,Cyclo Rm. 1,50BT054610,FALSE,2191F61806,,R22,24X24,50,Water Source,,10,33LB/33LB
226,Process Electric Back up Chiller,Cold Mill,Process Electric Back up Chiller,30RAP0506FA00100,FALSE,2314Q50880,,R410A,,50,Water Source Chiller,,0,
132,Cyclo Rm. 4,Hot Mill,Cyclo Rm. 4,50BT054610,FALSE,3091F68535,,R22,24X24,50,Water Source,,10,33LB/33LB
774,Exit MCC East 2,CM 2,Galv Line 2,TEH600BUB10B3LB1000000000000000000,FALSE,C21D02246,12/28/2020,R410A,16x20,50,Air To Air,,17,
775,Exit MCC West 2,CM 2,Galv Line 2,TEH600B4B10B3LB10000,FALSE,C21D02247,12/28/2020,R410A,16x20,50,Air To Air,,17,
080,Caster Air Handler,Caster,Caster Air Handler,MCCB030UAOAOUA,FALSE,K05E64501,,,20x20,50,Chilled Water Fan Coil,,20,
049,LMF 1&2 MCC KOOLTRONIC,LMF,LMF 1&2 MCC KOOLTRONIC,TCV240AFCFTS,FALSE,224011766,6/14/2023,R-410A,20X20,40,Water Source,,8,196 OZ
485,Water Systems 5 Laminar Water,Outer Bldgs,Water Systems 5 Laminar Water,9740C31VPAC,FALSE,908062048,,R22,24X24,40,Water Source,,8,38LB X 2
767,Process MCC East,CM 2,Galv Line 2,TEH480B4BY0BB2JB10000000000,FALSE,C20K06349,12/28/2020,R410A,16x20,40,Air To Air,,17,
768,CM2 Process MCC WEST,CM 2,Galv Line 2,TEH480B4BY0BB2JB10000000000,FALSE,CK0K0635,12/28/2020,R410A,16x20,40,Air To Air,,17,
130,Cyclo Rm. McQuay,Hot Mill,Cyclo Rm. McQuay,SWT040C27AL1MYY1010,FALSE,FB0U000800178,,R22,24X24 20X20,40,Water Source,,0,13.75X4
679,NEW MS COMPRESSOR RM. SOUTH,MS Outer Bldgs,NEW MS COMPRESSOR RM. SOUTH,SWT040C27AL1MYY1010,FALSE,FB0U000800181,1/1/2017,R22,24X24,40,Water Source,,8,"""15,16,12,12LB"""
678,NEW MS COMPRESSOR RM. NORTH,MS Outer Bldgs,NEW MS COMPRESSOR RM. NORTH,SWT040C27AL1MYY1010,FALSE,FB0U000800288,1/1/2017,R427-A,24X24,40,Water Source,,8,"""15,16,12,12LB"""
461,Cooper Air Compressor Room,MS Outer Bldgs,Cooper Air Compressor Room,SWT040C27A4MYY,FALSE,FBOU0008000183,,R22,24X24 20X20,40,Water Source,,0,"15,16,12,12 LB"
488,CENTAC COMP ROOM,Outer Bldgs,CENTAC COMP ROOM,SWT040C27A4MYY,FALSE,FBOU0008000199,,R22,24X24 20X20,40,Water Source,,0,"""15,16,12,12LB"""
126,FX MCC,Hot Mill,FX MCC,SWT040C27A4MYY,FALSE,FBOU000800196,,R22,24X24 20x20,40,Water Source,,0,15/16/12/12LB
139,ENTRY SUB INSIDE,Hot Mill,ENTRY SUB INSIDE,SWT040C27A4MYY,FALSE,FBOU000800197,,R22,24X24 20X20,40,Water Source,,0,15/16/12/12
098,ENTRY SUB OUTSIDE,Hot Mill,ENTRY SUB OUTSIDE,SWT040C27A4MYY,FALSE,FBOU000800198,,R22,24X24,40,Water Source,,8,15/16/12/12
047,OHC MCC,LMF,OHC MCC,SWT040C27,FALSE,FBOU000800303,,R22,24X24 20x20,40,Water Source,,0,16/15/12/12LB
411,Water Systems 1A North,MS Outer Buildings,Water Systems 1A North,SWT040C27A4MYY,FALSE,FBOU000800306,,R22,24X24 20x20,40,Water Source,,0,15/16/12/12LB
092,Degasser Hydraulic,Degasser,Degasser Hydraulic,40RUSA34A5A6AOAOAO,FALSE,,,,16x25 24x24,30,Chilled Water Fan Coil,,0,
068,Caster Drive 2,Caster,Caster Drive 2,40RUSA30A5A6-0A0A0,FALSE,,,,20x25,30,Chilled Water Fan Coil,,9,
119,Coiler Electric,Hot Mill,Coiler Electric,50BVC034-E-6-E,FALSE,1422V54379,9/28/2022,R410A,20X20,30,Water Source,,12,288 oz X 2
821,Blower MCC SOUTH AC 2,CM 2,Galv Line 2,TTA30044CAB01AE,FALSE,21091629TA,12/1/2020,R410A,16X20,30,Air To Air,,6,
771,Blower MCC SOUTH AC 1,CM 2,Galv Line 2,TTA30044CAB01AE,FALSE,21092523TA,12/28/2020,R410A,16x25,30,Air To Air,,8,
770,Blower MCC NORTH AC 2,CM 2,Galv Line 2,TTA30044CAB01AE,FALSE,21151357TA,12/28/2020,R410A,16x25,30,Air To Air,,8,
769,Blower MCC NORTH AC 1,CM 2,Galv Line 2,TTA30044CAB01AE,FALSE,21151358TA,12/28/2020,R410A,16x25,30,Air To Air,,8,
204,Process Elec. South,Cold Mill,Process Elec. South,50EM034610CA,FALSE,2398F48451,,R427-A,24x24,30,Air to Air,,4,25LB X 2
449,Mega Water MCC,MS Outer Bldgs,Mega Water MCC,EC360-4VTN-FFTBUA-XATXXXXXX7XXXX3EXXXSBA,FALSE,2940-073-0000017735083524,2/2/2021,R410A,20X20,30,Water Source,,12,18/18LB
249,PROCESS AHU SOUTH,Cold Mill,PROCESS AHU SOUTH,40RMS034601HC,FALSE,4506F18429,,,24x24,30,Chilled Water Fan Coil,,4,
099,Tunnel Furnace South Dr.,Hot Mill,Tunnel Furnace South Dr.,EM3604VTN,TRUE,JF013490,,R22,20X20,30,Water Source,,12,18LB X 2
142,Motor Dr. 7,Hot Mill,Motor Dr. 7,MCCA030JBCOCCA000,FALSE,K92C11992,,,24x24,30,AHU,,6,
136,Motor Dr. 2,Hot Mill,Motor Dr. 2,MCCA030JACOBOBOOO,FALSE,K92C13810,,,24x24,30,AHU,,6,
141,Motor Dr. 6,Hot Mill,Motor Dr. 6,MCCA030JBCOCCA000,FALSE,K92C15212,,,24x24,30,AHU,,6,
137,Motor Dr.1,Hot Mill,Motor Dr.1,MCCA030JACOBOBOOO,FALSE,K92C15215,,,24x24,30,AHU,,6,
138,Motor Dr. 3,Hot Mill,Motor Dr. 3,MCCA030CADOCOAOOO,FALSE,K92C15215,,,24x24,30,AHU,,6,
140,Motor Dr. 4,Hot Mill,Motor Dr. 4,MCCA030JBCOCCA000,FALSE,K92C15794,,,24x24,30,AHU,,6,
012,Transformer Repair Room,Melt Shop,EAF Transvault 2,CU300A46A1A,FALSE,KFMP00037,,R22,20X25,30,Water Source,,4,7.5LBS X 3
203,Galv. Line Entry MCC,Cold Mill,Galv. Line Entry MCC,Z3C014EBD2A1AAAAA1,FALSE,N1C7587301,1/1/2017,R410A,20x20,30,Air to Air,,8,"""23,20,22,20LB"""
225,RT Electric East,Cold Mill,RT Electric East,Z3C014EBD2A1AAAAA1,FALSE,N1C7587302,1/1/2017,R22,24x24,30,Package,,4,"""22X2, 20X2LB"""
083,Hydraulic Rm. B Line,Caster,Hydraulic Rm. B Line,ACUUX4X360CUXXK1S,FALSE,OA1DA07B-407C,,R407C,24x24,30,Water Source,,6,25LBS
082,Hydraulic Rm. A Line,Caster,Hydraulic Rm. A Line,ACUUX4X360CUXXK1S,FALSE,OA1DF07B-407C,,R407C,24x24,30,Water Source,,6,25LBS
040,Lmf Hydraulic 1&2,LMF,Lmf Hydraulic 1&2,AC-VUX4XC240CLXXK1S,FALSE,OAFIH07I,,R407C,16x20 24x24,30,Water Source,,0,22.68LB
064,Caster Drive Rm 1,Caster,Caster Drive Rm 1,50BA028607,FALSE,0292F61777,,R22,20x20 12x12,25,Water Source,,0,24/17
257A,Tension Leveler MCC,Cold Mill,Tension Leveler MCC,WRWC2300,FALSE,1.60401E+11,,R410A,24X24 20X25,25,Water Source,,0,36lbs X 2
257B,Tension Leveler MCC,Cold Mill,Tension Leveler MCC,WRWC2300,FALSE,1.60401E+11,,R410A,24X24  20X25,25,Water Source,,0,36lbs X 2
315,606 South,Overhead Cranes,Melt Shop,VD4-CH-NT,FALSE,10092051,,R134A,12x12,25,Air to Air,,8,49
314,606 North,Overhead Cranes,Melt Shop,VD4-CH-NT,FALSE,10092051,,R134A,16x25,25,Air to Air,,8,49
313,605 MCC WEST,Overhead Cranes,Melt Shop,VD-H-460V-60,FALSE,10098734,,R134,16x25,25,Air to Air,,8,45LB
312,605 MCC EAST,Overhead Cranes,Melt Shop,VD4-H1-34-460-60,FALSE,10098880,,R134A,16x25,25,Air to Air,,8,45LB
353,637 South,Overhead Cranes,Melt Shop,VD4-34-460-60,FALSE,10099184,,R134A,16x25,25,Air to Air,,8,45LB
352,637 North,Overhead Cranes,Melt Shop,VD4-34-460-60,FALSE,10099185,,R134A,12x12,25,Air to Air,,8,45LB
697,PPL ELE MCC,CM 2,PPL ELE MCC,EBC300A4E0A00A7,FALSE,18291801JA,1/1/2018,R410A,20x25,25,Air to Air,,8,18
695,PPL ELE MCC,CM 2,PPL ELE MCC,EBC300A4E0A00A7,FALSE,18291811JA,1/1/2018,R410A,20x25,25,Air to Air,,8,18
698,PPL ELE MCC,CM 2,PPL ELE MCC,EBC300A4E0A00A7,FALSE,18291821JA,1/1/2018,R410A,20x25,25,Air to Air,,8,18
696,PPL ELE MCC,CM 2,PPL ELE MCC,EBC300A4E0A00A7,FALSE,18291829JA,1/1/2018,R410A,20x25,25,Air to Air,,8,18
766,Entry MCC West,CM 2,Galv Line 2,EBC300A4E0A040000000000000,FALSE,20081721JA,12/28/2020,R410A,20X25,25,Air To Air,,6,
765,Entry MCC East,CM 2,Galv Line 2,EBC300A4E0A400000000000000,FALSE,20081722JA,12/28/2020,R410A,20X25,25,Air To Air,,6,
206B,Galv Line Exit MCC South,Cold Mill,Galv Line Exit MCC south,EBC300A4E0B0900000000,FALSE,22371592JA,7/21/2023,R410A,20x25x1,25,Package Unit,,8,17
784,Nucor Coating Admin,Nucor Coating,,EBC300A4E0B090,FALSE,22371595JA,10/14/2022,R410A,,25,,,0,17
410A,Water Systems 1,MS Outer Buildings,Water Systems 1,TCV300AFC3ACFTS,FALSE,230811793,4/17/2023,R410A,20X20,25,Water Source,,8,33LB/33LB
410B,WATER SYSTEMS 1,MS Outer Buildings,WATER SYSTEMS 1,TCV300AFC3ACFTS,FALSE,230811794,4/17/2023,R410A,20X20,25,Water Source,,8,15.25
307,603 South,Overhead Cranes,Melt Shop,24824-2B2,FALSE,281280292,,R124,16x25,25,Air to Air,,8,45LB
309,604 MCC NORTH,Overhead Cranes,Melt Shop,SM 20,FALSE,3353,,R124,16x25,25,Air to Air,,8,45LB
310,604 MCC SOUTH,Overhead Cranes,Melt Shop,SM 20,FALSE,3482,,R124,16x25,25,Air to Air,,8,45LB
355,638 South,Overhead Cranes,Melt Shop,SPC24,FALSE,3501,,R124,16x25,25,Air to Air,,8,45LB
206,Galv Line Exit MCC,Cold Mill,Galv Line Exit MCC,50TC-P28AZA6A0A0G0,FALSE,4219P25380,11/25/2019,R410A,16X25,25,Package Unit,,9,40.2 LBS
354,638 North,Overhead Cranes,Melt Shop,SPC30,FALSE,5035-1,,R124,16x25,25,Air to Air,,8,45LB
752,Water Systems 1 North Pump House,MS Outer Buildings,Water System 1,C0AX-3012-S-13-414,FALSE,5637280597000268916,7/30/2020,R410A,20X20/6 20X25/6,25,Water Source,,12,17lbs Circuit#1 17lbs Circuit#2
751,Water Systems 1 South Pump House,MS Outer Buildings,Water System 1,COAX-3012-S-13.414,FALSE,5637280597000268920,7/28/2020,R410A,20X20/6 20X25/6,25,Water Source,,12,17lbs Circuit#1 17lbs Circuit#2
267,Cold Mill Compressor Room A,Cold Mill,Cold Mill Compressor Room A,ZF300C00A4AAA3A,FALSE,N1M4283753,,R410A,24x24,25,Package,,6,
268,Cold Mill Compressor Room B,Cold Mill,Cold Mill Compressor Room B,ZF300C00A4AAA3A,FALSE,N1M4312352,,R410A,24x24,25,Package,,6,
306,603 North,Overhead Cranes,Melt Shop,24824-2,FALSE,R-9530-AC,,R124,16x25,25,Air to Air,,8,45LB
096,VTD Sec. Sub,Degasser,VTD Sec. Sub,,FALSE,,,,20x20,20,Chilled Water Fan Coil,,4,
210,RT Basement #3,Cold Mill,RT Basement #3,50BRN02461,FALSE,0599B36957,,R22,16x20,20,Water Source,,8,8.8/8.8/7.7LB
209,RT Basement Middle Unit,Cold Mill,RT Basement Middle Unit,50BRN02461,FALSE,0599B36958,,R22,16x20,20,Water Source,,8,8.8/8.8/7.7LB
128,EX,Hot Mill,EX,50BA024640,FALSE,0692F84973,,R22,24X24 12X12,20,Water Source,,0,17LB X 2
265,Pickle Line Exit MCC NORTH AHU,Pickle Line,Pickle Line Exit MCC NORTH AHU,40RMS024601HC,FALSE,1008U07247,,,16X20,20,Chilled Water Fan Coil,,8,
263,Pickle Line Entry Electric NORTH AHU,Pickle Line,Pickle Line Entry Electric NORTH AHU,40RMS024601HC,FALSE,1008U07248,,,16X20,20,Chilled Water Fan Coil,,8,
264,Pickle Line Entry Electric SOUTH AHU,Pickle Line,Pickle Line Entry Electric SOUTH AHU,40RMS024601HC,FALSE,1008U07249,,,16X20,20,Chilled Water Fan Coil,,8,
062,Caster Tool Rm.,Caster,Caster Tool Rm.,50BRNO2461,FALSE,1101800287,,R22,,20,Water Source,,0,6.0/6.0/6.0LB
520,Old Café Locker Room Area,Admin / Cafeteria,Old Café Locker Room Area,TTA24044CAB01AE0000000000000000000000000,FALSE,21092523TA,7/27/2021,R410-A,20X20 16X20,20,Mini Split,,0,26 LB
412,Water Systems 1A South  - schedule for disposal,MS Outer Buildings,Water Systems 1A South,50BRNO245,FALSE,2197B46852,,R22,,20,Water Source,,0,8.8/8.8/7.7
519,Old Café Dining Room,Admin / Cafeteria,Old Café Dining Room,38AUDA25A0A6A0A0A0,FALSE,2218P38065,1/1/2018,R410A,16X25,20,Air to Air,,4,13lbs x2
54B,Bricking Stand Bottom,LMF,Bricking Stand Bottom,CSV180A4E1AAA0D,FALSE,22324,,410A,16x25,20,,,6,
100,Tunnel Furnace North Dr.,Hot Mill,Tunnel Furnace North Dr.,TCV240AFC3ACFTS,TRUE,233411517,5/15/2024,R410A,20X20,20,Package Unit,,8,196
266,Pickle Line Exit MCC SOUTH AHU,Pickle Line,Pickle Line Exit MCC SOUTH AHU,40RUSA25A5A6-0A0A0,FALSE,3219U03575,11/28/2019,,20X20,20,AHU,,8,
093,VTD Pumphouse #1,Degasser,VTD Pumphouse #1,40RUSA25A5A6AOAOAO,FALSE,3612U41312,,,20x20,20,Chilled Water Fan Coil,,8,
095,VTD Pumphouse #3,Degasser,VTD Pumphouse #3,40RUSA25A5A6AOAOAO,FALSE,3612U41315,,,20x20,20,Chilled Water Fan Coil,,8,
094,VTD Pumphouse #2,Degasser,VTD Pumphouse #2,40RUSA25A5A6AOAOAO,FALSE,3612U41315,,,20x20,20,Chilled Water Fan Coil,,8,
208,RT Basement #1,Cold Mill,RT Basement #1,50BRN02461,FALSE,4298B25604,,R22,16x20,20,Water Source,,8,8.8/8.8/7.7LB
009,EAF MCC 2,Melt Shop,EAF MCC 2,50BRN0246,FALSE,5097B37893,,R22,16x20,20,Water Source,,8,8.8/8.8/7.7lb
218,Batch Annelaing,Cold Mill,Batch Annelaing,CSV240B4M1VAAAAOA-A,FALSE,5CEM32340000,1/1/2017,R410A,24x24,20,Water Source,,4,"""22X2,20X2LB"""
041,Electric Rm.,LMF,Electric Rm.,ACVUX4XC240CLXX1S,FALSE,OAF1HO71R407C,,R407C,16x20,20,Water Source,,8,15.8LB
103,Hot Mill Stand Electric Rm.,Hot Mill,Hot Mill Stand Electric Rm.,ACVUX4XB240CLXXXK1S,FALSE,OFBBA08FR407C,,R407C,20X20,20,Water Source,,6,10.1 LB
097,VTD Lab,Degasser,VTD Lab,,FALSE,,,,16x25,15,Chilled Water Fan Coil,,8,
201,Cold Mill Office,Cold Mill,Cold Mill Office,38AUZA16A0A6A0A0A0,FALSE,0222P30390,4/14/2022,R410A,24X24,15,Mini Split,,8,15 LB
436,Cold Mill Waste Water MCC,MS Outer Bldgs,Cold Mill Waste Water MCC,50BRN01266,FALSE,0997B47816,,R22,24X24,15,Water Source,,3,9.5/9.7LB
509,Café Sitting Room,Admin / Cafeteria,Café Sitting Room,38AKS016611,FALSE,1198F30764,,R22,16x20,15,Air to Air,,8,20 LBS
224,RT Electric West,Cold Mill,RT Electric West,50TM016611YA,FALSE,2209410698,,R22,24x24,15,Package,,4,19.5/13.5LB
867,CM 2 GALV 2 INSPECTION ROOM,CM 2,CM 2 INSPECTION ROOM,ECC180A4E0A0D0700000000000000000000000000000,FALSE,23311689JA,2/1/2024,R410A,20x25x1,15,Air To Air,,6,14.6
508,Sales Building Top Floor,Admin / Cafeteria,Sales Building Top Floor,38AKS016621,FALSE,2507G300S0,,R22,12x12 16x20,15,Air to Air,,0,27LB
084,Caster Drive New Edition,Caster,Caster Drive New Edition,50BA016640,FALSE,2694V90629,,R22,16x20 20x20,15,Water Source,,0,25LBS
507,Sales Building Bottom Floor,Admin / Cafeteria,Sales Building Bottom Floor,38AKS016621,FALSE,2907G20092,,R22,12x12 16x20,15,Air to Air,,0,25LB
107,Hot Mill Stand Computer Rm.,Hot Mill,Hot Mill Stand Computer Rm.,EC181-4VTC-FBTBUA,TRUE,2940-819-000001,1/1/2018,R410A,20X20,15,Water Source,,4,122ozs x 2
063,Caster Locker Rm.,Caster,Caster Locker Rm.,UH127WASM,FALSE,334458001,,R22,20x20,15,Water Source,,6,11/11LB
484,Air Compressor Room Baghouse,Outer Bldgs,Air Compressor Room Baghouse,38AUZA16A0A6A0A0A0,FALSE,5221P30022,3/16/2022,R410A,24X24,15,Air to Air,,3,26 LB
455,Flux Feed MCC East,MS Outer Bldgs,Flux Feed MCC East,TCH180B400HB,FALSE,526100595D,,R22,20X20 24X24,15,Package,,0,27 LBS
066,Caster MCC 1 Bottom Floor,Caster,Caster MCC 1 Bottom Floor,CSV180B4M1VAAAA0A-A,FALSE,5DGM0311560000,4/15/2021,R410A,16X20,15,Water Source,,6,8.69/9.12
089,Degasser Truck Dump,Degasser,Degasser Truck Dump,SVWC15SCHDE,FALSE,HDE6086,,R407C,16x25,15,Water Source,,6,8LBS X 2
015,EAF 1 Pulpit,Melt Shop,EAF 1 Pulpit,ACHHX4XB18OCLXXK1S,FALSE,OFAEI09DR407C,,R407C,20x20 24x24,15,Water Source,,0,10.23LB
008,EAF Pulpit 2,Melt Shop,EAF Pulpit 2,ACHHX4XB18OCLXXK1S,FALSE,OFAHH09ER407C,,R407C,20x20 24x24,15,Water Source,,0,22LB
308,604 Cab,Overhead Cranes,Melt Shop,CA2.5SPW-OD-71-H3,FALSE,SD02360-C,,R124,16x20,15,Air to Air,,1,18LBS
311,605 Cab,Overhead Cranes,Melt Shop,CAZ.5SPW-0D-71-H3,FALSE,SD02415-C,,R124,16x20,15,Air to Air,,1,18LBS
826,ZINC POT BASEMENT MCC #3,CM 2,,GEHE18047H0RLD01,FALSE,W21B01345,1/1/2022,R410A,20X25,15,Water Source,,4,126 OZ
825,ZINC POT BASEMENT MCC #2,CM 2,,GEHE18047H0RLD01,FALSE,W21B01347,1/1/2022,R410A,20X25,15,Water Source,,4,126 OZ
824,ZINC POT BASEMENT MCC #1,CM 2,,GEHE18047H0RLD01,FALSE,W21B01348,1/1/2022,R410A,20X25,15,Water Source,,4,126 OZ
827,ZINC POT BASEMENT MCC #4,CM 2,,GEHE18047H0RLD01,FALSE,W221B01346,1/1/2022,R410A,20X25,15,Water Source,,4,126 OZ
712,WASTE WATER MCC,CM 2,WASTE WATER MCC,TSC120H4ROA,FALSE,,1/1/2018,R410A,16x20,10,Air to Air,,2,5.6/4.4
