Unit #,Unit Description,Department,Area,Model No.,Critical Unit,Serial No.,Install Date,Refrigerant,Filter Size,Tons,Asset Type,Location List,Number of Filters,Weight
211,Production Supv. Office,Cold Mill,Production Supv. Office,2K24AB46,FALSE,K376,,R22,12x12,2,Window Unit,,2,46 OZ
452,Meltshop Warehouse ( IR) trailer,MS Outer Bldgs,Meltshop Warehouse ( IR) trailer,AVP24ACA10M2000CI,FALSE,KJ26460,,R22,16X25,2,Air to Air,,1,47 OZ
680,PAINT STORAGE LOCKER,Hot Mill,PAINT STORAGE LOCKER,PTEF1501HAA,FALSE,M2111,1/1/2017,R410A,washable,2,PTAC,,0,36OZ
054,Bricking Stand PULPIT,LMF,Bricking Stand PULPIT,TCV036AFC30CLTS,FALSE,N14153646,,R410A,24x24,2,Water Source,,1,50 OZ
282,CM1 WASTE WATER,Cold Mill,INSIDE CM 1 WATER TREATMENT,AR24TSFYBWKNVC,FALSE,OUMDPAFR800479Y,3/1/2022,R1410A,WASHABLE,2,Mini Split,,1,63.5OZ
817,NUCOR COATING SOUTH RESTROOM,Nucor Coating,SOUTH RESTROOM,AJ024TXJBCH,FALSE,OUQ4PAFR600251F,11/11/2021,R410A,washable,2,Mini Split,,1,93.5
818,NUCOR COATING NORTH RESTROOM,Nucor Coating,NORTH RESTROOM,AJ024TXJ3CH,FALSE,OUQ4PHFR600250F,11/11/2021,R410A,washable,2,Mini Split,,1,93.5
156,Tunnel furnace cool hut,Hot Mill,Tunnel furnace cool hut,TCW024AGC30ARTS,FALSE,P13370396,,R410A,24X24,2,Water Source,,1,43 OZ
154,New Tunnel Furnace Control Rm,Hot Mill,New Tunnel Furnace Control Rm,TCV024AGD30ALTS,FALSE,Q13023346,,R410A,20X20,2,Water Source,,1,
112,Surface Inspection,Hot Mill,Surface Inspection,TCV-18AGC30CLTS,FALSE,R11910411,,R410A,20X20,2,Water Source,,1,
077,Mold Segment Lab,Caster,Mold Segment Lab,2K24AB4G,FALSE,SK00163,,R22,,2,Air to Air,,0,46 OZ
070,CHRIS BURCH TOOL LOCKER,Caster,CHRIS BURCH TOOL LOCKER,2K24AB4G,FALSE,SK00164,,R22,16x20,2,Window Unit,,1,46 OZ
024,PM Shack Ice Machine,Melt Shop,PM Shack Ice Machine,EC400HAPB1,FALSE,T712019812,,R404A,,2,Ice Machine,,0,32 OZ
017,EAF 1 MCC Cabinet Unit,Melt Shop,EAF 1 MCC Cabinet Unit,SK3309110,FALSE,US002416,,R134A,washable,2,Cabinet Cooler,,0,11 OZ
018,EAF 2 MCC Cabinet unit,Melt Shop,EAF 2 MCC Cabinet unit,SK3309111,FALSE,US002417,,R134A,washable,2,Cabinet Cooler,,0,11OZ
675,Tension Leveler Entry,Cold Mill,Tension Leveler Entry,TCV024AFC30CLTS,FALSE,V13427608,1/1/2017,R410A,20X20,2,Water Source,,1,
676,Tension Leveler Exit,Cold Mill,Tension Leveler Exit,TCV024AFC30CLTS,FALSE,V13427609,1/1/2017,R410A,20X20,2,Water Source,,1,
422,South Motion Scale,MS Outer Bldgs,South Motion Scale,PAC036H1021A,FALSE,WFLM014041,,R22,20X20,2,Package,,1,4 LB 4 OZ
011,Door 9 1/2 Systems Ptac Unit,Melt Shop,Door 9 1/2 Systems,PTEF1501HAA,FALSE,not available,,,washable,2,Ptac Unit,,0,
870,CM 2 CONNEX,CM 2,CONNEX,EBC036A4E0A4EB0B000000000000000000000000000,FALSE,23162462PA,,,,1.5,,,0,
622,Mega Water Wall Fans,MS Outer Bldgs,Mega Water Wall Fans,AW1822DR3W,FALSE,2LK018001QZPDC7FRT145B4,2/28/2022,,,1.5,Window Unit,,0,
871,CM CONNEX,CM 2,CONNEX,BHI-12K230V-US,FALSE,3119233,,,,1.5,Mini Split,,0,
814,Hot Mill Crane Crew Office/Unit A,Hot Mill,Crane Crew Office,40MAHBQ18XA3,FALSE,4820V15415,4/20/2021,R410A,washable,1.5,Mini Split,,0,
815,Hot Mill Crane Crew Office/Unit B,Hot Mill,Crane Crew Office,40MAHBQ18XA3,FALSE,4820V15417,4/20/2021,R410A,washable,1.5,Mini Split,,0,
738,CM2 Roll Mill Middle Restroom,CM 2,Roll Mill,MXZ-2C20NA2,FALSE,82P10727,11/26/2019,R410A,washable,1.5,Mini Split,,2,5 LBS 15 OZ
742,CM2 North Roll Mill Restroom,CM 2,Roll Mill Restroom,MX2-2C20NA2,FALSE,92P02487,12/3/2019,R410A,WASHABLE,1.5,Mini Split,,0,5 LBS 15 OZ
239,Cold mill waste water break room,Cold Mill,Cold mill waste water break room,AHE18DXL2,FALSE,FS012259M,,R410A,washable,1.5,Window Unit,,0,18.6OZ
831,CGL PROCESS RESTROOM WOMENS,CM 2,,WAC8001W,FALSE,,1/1/2022,R410A,WASHABLE,1,Window Unit,,0,13.4
830,CGL PROCESS RESTROOM MEN,,,WAC8001W,FALSE,,1/1/2022,R410A,WASHABLE,1,Window Unit,,0,13.4
833,CGL EXIT RESTROOM WOMENS,,,WAC8001W,FALSE,,1/1/2022,R410A,WASHABLE,1,Window Unit,,0,13.4
832,CGL EXIT RESTROOM MENS,CM 2,,WAC8001W,FALSE,,1/1/2022,R410A,WASHABLE,1,Window Unit,,0,13.4
829,CGL ENTRY RESTROOM WOMENS,CM 2,,WAC8001W,FALSE,,1/1/2022,R410A,WASHABLE,1,Window Unit,,0,13.4
828,CGL ENTRY RESTROOM MENS,CM 2,,WAC8001W,FALSE,,1/1/2022,R410A,WASHABLE,1,Window Unit,,0,13.4
087,CASTER DRIVE 2 EAST CABINET COOLER,Caster,CASTER DRIVE 2 EAST CABINET COOLER,NE04012612XXX,FALSE,1005030010,,R422D,12x12,1,Cabinet Cooler,,1,9.25 OZ
071,CASTER DRIVE 2 WEST CABINET COOLER,Caster,CASTER DRIVE 2 WEST CABINET COOLER,NE04012612XXX,FALSE,1008030019,,R422D,12x12,1,Cabinet Cooler,,1,9.25 OZ
728,South Zolo Cabinet,Melt Shop,Melt Shop,NE0802364XDJXXX,FALSE,1521040030,1/1/2018,R422D,,1,Cabinet Cooler,,0,19 oz
727,North Zolo Cabinet,Melt Shop,Melt Shop,NE0802364XDJXXX,FALSE,1526050029,1/1/2018,R422D,,1,Cabinet Cooler,,0,19 OZ
236,Galv Line Exit Bathroom West,Cold Mill,Galv Line Exit Bathroom West,PTC153G50AXXXBA,FALSE,1907259197,,R410,washable,1,PTAC,,0,25 OZ
813,607 South,Overhead Cranes,Melt Shop,G521216G050,FALSE,21001553-05-A,5/11/2021,R134A,washable,1,Cabinet Cooler,,0,38OZ
35A,DOOR 9 BREAKROOM SOUTH (systems),Melt Shop,DOOR 9 BREAKROOM SOUTH,PTC153E50AXXXAA,FALSE,2108429536,2/24/2022,R410A,washable,1,PTAC,,0,36.0 OZ
866,PICKLE LINE COOL HUT SOUTH,CM 2,PICKLE LINE COOL HUT SOUTH,BHI-12k115v-us,FALSE,3119233,12/11/2023,R410A,WASHABLE,1,Mini Split,,1,36 OZ
834,CGL ROLL GRIND PULPIT,CM 2,,AJEQ10DWH,FALSE,340D737300316260150008,1/1/2022,R410A,WASHABLE,1,Window Unit,,0,14.1 OZ
085,Shane Knisley,Caster,Shane Knisley,PTC153A50AM,FALSE,701042985,,R410A,washable,1,PTAC,,0,36ozs
741,CM2 6 High Restroom,CM 2,6 High,MUZ-WR09NA,FALSE,91C00591,12/3/2019,R410A,WASHABLE,1,Mini Split,,0,1 LB 12 OZ
205,GALV ENTRY SOUTH BATHROOM,Cold Mill,GALV ENTRY SOUTH BATHROOM,8000 BTU 110V,FALSE,?,,R410A,washable,1,Window Unit,,1,16 OZ
674,Coldmill Elevator,Cold Mill,Coldmill Elevator,K3NA4C45P28L,FALSE,G17A9083,1/1/2017,R134A,washable,1,Package,,0,15oz
305,602 Cab,Overhead Cranes,Shipping Bay,AHE120XL1,FALSE,HM031669M,6/30/2020,R410A,washable,1,Package Unit,,0,
254,Galv Line Middle Restroom WINDOW UNIT,Cold Mill,Galv Line Middle Restroom WINDOW UNIT,254,FALSE,KK02221304,,R410A,washable,1,Window Unit,,0,13.76 OZ
245,RT TOOL LOCKER @ COLUMN 10,Cold Mill,RT TOOL LOCKER @ COLUMN 10,LRA050X17,FALSE,KK11004735,,R410A,washable,1,Window Unit,,0,8.11 OZ
255,Waste Water Bathroom,Cold Mill,Waste Water Bathroom,LRA050X17,FALSE,KK95208484,,R410A,washable,1,Window Unit,,0,8.7OZ
166,JF Martin Control Box North,Roll Shop,JF Martin Control Box North,M330426G009H,FALSE,M330426-00231542,,R134A,12X12,1,Cabinet Cooler,,1,14 OZ
167,JF Martin Control Box South,Roll Shop,JF Martin Control Box South,M330426G009H,FALSE,M330426-00388173,,R134A,12X12,1,Cabinet Cooler,,1,14 OZ
726,RT Bathroom Ptac,Cold Mill,RT Mill,PTEF1501HAA,FALSE,NA,,R410A,,1,Ptac Unit,,0,35.27OZ
256,GALV ENTRY NORTH BATHROOM,Cold Mill,GALV ENTRY NORTH BATHROOM,FHWW082WCE,FALSE,WK05214345,,R410A,washable,1,Window Unit,,0,16 OZ
641,Waste Water Wall Fans,Cold Mill,Waste Water Wall Fans,,FALSE,,,,,0,Fan,,0,
642,Waste Water Wall Fans,Cold Mill,Waste Water Wall Fans,,FALSE,,,,,0,Fan,,0,
643,Waste Water Wall Fans,Cold Mill,Waste Water Wall Fans,,FALSE,,,,,0,Fan,,0,
644,Waste Water Wall Fans,Cold Mill,Waste Water Wall Fans,,FALSE,,,,,0,Fan,,0,
645,Waste Water Wall Fans,Cold Mill,Waste Water Wall Fans,,FALSE,,,,,0,Fan,,0,
646,Waste Water Wall Fans,Cold Mill,Waste Water Wall Fans,,FALSE,,,,,0,Fan,,0,
647,Waste Water Wall Fans,Cold Mill,Waste Water Wall Fans,,FALSE,,,,,0,Fan,,0,
648,Waste Water Wall Fans,Cold Mill,Waste Water Wall Fans,,FALSE,,,,,0,Fan,,0,
686,Waste Water Pond Heater,Waste Water,Waste Water Pond Heater,,FALSE,,1/1/2017,,,0,Heater,,0,
687,Waste Water Pond Heater,Waste Water,Waste Water Pond Heater,,FALSE,,1/1/2017,,,0,Heater,,0,
631,Warehouse Wall Fans,MS Outer Bldgs,Warehouse Wall Fans,,FALSE,,,,,0,Fan,,0,
632,Warehouse Wall Fans,MS Outer Bldgs,Warehouse Wall Fans,,FALSE,,,,,0,Fan,,0,
633,Warehouse Wall Fans,MS Outer Bldgs,Warehouse Wall Fans,,FALSE,,,,,0,Fan,,0,
634,Warehouse Wall Fans,MS Outer Bldgs,Warehouse Wall Fans,,FALSE,,,,,0,Fan,,0,
626,Warehouse Rooftop Fans,MS Outer Bldgs,Warehouse Rooftop Fans,,FALSE,,,,,0,Fan,,0,
627,Warehouse Rooftop Fans,MS Outer Bldgs,Warehouse Rooftop Fans,,FALSE,,,,,0,Fan,,0,
628,Warehouse Rooftop Fans,MS Outer Bldgs,Warehouse Rooftop Fans,,FALSE,,,,,0,Fan,,0,
629,Warehouse Rooftop Fans,MS Outer Bldgs,Warehouse Rooftop Fans,,FALSE,,,,,0,Fan,,0,
630,Warehouse Rooftop Fans,MS Outer Bldgs,Warehouse Rooftop Fans,,FALSE,,,,,0,Fan,,0,
652,Warehouse Hanging Heater,MS Outer Bldgs,Warehouse Hanging Heater,,FALSE,,,,,0,Heater,,0,
653,Warehouse Hanging Heater,MS Outer Bldgs,Warehouse Hanging Heater,,FALSE,,,,,0,Heater,,0,
654,Warehouse Hanging Heater,MS Outer Bldgs,Warehouse Hanging Heater,,FALSE,,,,,0,Heater,,0,
655,Warehouse Hanging Heater,MS Outer Bldgs,Warehouse Hanging Heater,,FALSE,,,,,0,Heater,,0,
656,Warehouse Hanging Heater,MS Outer Bldgs,Warehouse Hanging Heater,,FALSE,,,,,0,Heater,,0,
657,Warehouse Hanging Heater,MS Outer Bldgs,Warehouse Hanging Heater,,FALSE,,,,,0,Heater,,0,
658,Warehouse Hanging Heater,MS Outer Bldgs,Warehouse Hanging Heater,,FALSE,,,,,0,Heater,,0,
609,Tunnel Furnace Roof Top Fans,Hot Mill,Tunnel Furnace Roof Top Fans,,FALSE,,,,,0,Fan,,0,
610,Tunnel Furnace Roof Top Fans,Hot Mill,Tunnel Furnace Roof Top Fans,,FALSE,,,,,0,Fan,,0,
611,Tunnel Furnace Roof Top Fans,Hot Mill,Tunnel Furnace Roof Top Fans,,FALSE,,,,,0,Fan,,0,
612,Tunnel Furnace Roof Top Fans,Hot Mill,Tunnel Furnace Roof Top Fans,,FALSE,,,,,0,Fan,,0,
613,Tunnel Furnace Roof Top Fans,Hot Mill,Tunnel Furnace Roof Top Fans,,FALSE,,,,,0,Fan,,0,
614,Tunnel Furnace Roof Top Fans,Hot Mill,Tunnel Furnace Roof Top Fans,,FALSE,,,,,0,Fan,,0,
668,Sec Sub 15  1/3 HP,MS Outer Bldgs,Sec Sub 15  1/3 HP,,FALSE,,,,,0,Fan,,0,
A004,Outer Buildings General Area - Parent Asset,Outer Bldgs,,,FALSE,,,,,0,Area,,0,
A006,Nucor Coating (old PreCoat Metals) - Parent ID,Nucor Coating,,,FALSE,,,,,0,,,0,
862,NEW MET LAB TESTING AREA A,,,,FALSE,,,,,0,,,0,
660,Mobile Maitenance Hanging Heater,MS Outer Bldgs,Mobile Maitenance Hanging Heater,UHCM-400NS-1,FALSE,,1/17/2022,,,0,Heater,,0,
662,Mobile Maitenance Hanging Heater,MS Outer Bldgs,Mobile Maitenance Hanging Heater,,FALSE,,,,,0,Heater,,0,
663,Mobile Maitenance Hanging Heater,MS Outer Bldgs,Mobile Maitenance Hanging Heater,,FALSE,,,,,0,Heater,,0,
664,Mobile Maitenance Hanging Heater,MS Outer Bldgs,Mobile Maitenance Hanging Heater,SEP-175A-5,FALSE,,,,,0,Heater,,0,
635,Mobile Maintenance Wall Fans,MS Outer Bldgs,Mobile Maintenance Wall Fans,,FALSE,,,,,0,Fan,,0,
636,Mobile Maintenance Wall Fans,MS Outer Bldgs,Mobile Maintenance Wall Fans,,FALSE,,,,,0,Fan,,0,
637,Mobile Maintenance Wall Fans,MS Outer Bldgs,Mobile Maintenance Wall Fans,,FALSE,,,,,0,Fan,,0,
638,Mobile Maintenance Wall Fans,MS Outer Bldgs,Mobile Maintenance Wall Fans,,FALSE,,,,,0,Fan,,0,
639,Mobile Maintenance Wall Fans,MS Outer Bldgs,Mobile Maintenance Wall Fans,,FALSE,,,,,0,Fan,,0,
640,Mobile Maintenance Wall Fans,MS Outer Bldgs,Mobile Maintenance Wall Fans,,FALSE,,,,,0,Fan,,0,
A003,Melt Shop General Area - Parent Asset,Melt Shop,,,FALSE,,,,,0,Area,,0,
619,Mega Water Wall Fans,MS Outer Bldgs,Mega Water Wall Fans,,FALSE,,,,,0,Fan,,0,
620,Mega Water Wall Fans,MS Outer Bldgs,Mega Water Wall Fans,,FALSE,,,,,0,Fan,,0,
621,Mega Water Wall Fans,MS Outer Bldgs,Mega Water Wall Fans,,FALSE,,,,,0,Fan,,0,
623,Mega Water Wall Fans,MS Outer Bldgs,Mega Water Wall Fans,,FALSE,,,,,0,Fan,,0,
624,Mega Water Wall Fans,MS Outer Bldgs,Mega Water Wall Fans,,FALSE,,,,,0,Fan,,0,
625,Mega Water Wall Fans,MS Outer Bldgs,Mega Water Wall Fans,,FALSE,,,,,0,Fan,,0,
667,Laddle Wall Office Hanging Heater,LMF,Laddle Wall Office Hanging Heater,,FALSE,,,,,0,Heater,,0,
A002,Hot Mill General Area - Parent Asset,Hot Mill,,,FALSE,,,,,0,Area,,0,
651,Electrical Mait Workshop Hanging Heater,MS Outer Bldgs,Electrical Mait Workshop Hanging Heater,,FALSE,,,,,0,Heater,,0,
665,Dr. 4 Hanging Heater,Hot Mill,Dr. 4 Hanging Heater,,FALSE,,,,,0,Heater,,0,
666,Dr. 4 Hanging Heater,Hot Mill,Dr. 4 Hanging Heater,,FALSE,,,,,0,Heater,,0,
615,Door 7 Wall Fans,Hot Mill,Door 7 Wall Fans,,FALSE,,,,,0,Fan,,0,
616,Door 7 Wall Fans,Hot Mill,Door 7 Wall Fans,,FALSE,,,,,0,Fan,,0,
617,Door 7 Wall Fans,Hot Mill,Door 7 Wall Fans,,FALSE,,,,,0,Fan,,0,
618,Door 7 Wall Fans,Hot Mill,Door 7 Wall Fans,,FALSE,,,,,0,Fan,,0,
A005,D&L Buildings - General Area,D&L Shop,Contractor Village,,FALSE,,,,,0,,,0,
A001,Cold Mill General Area - Parent Asset,Cold Mill,,,FALSE,,,,,0,Area,,0,
475,Café Deep Fryer,Outer Bldgs,Café Deep Fryer,,FALSE,,,,,0,Fryer,,0,
872,CRANE 616 COOL HUT,Hot Mill,,,FALSE,,,,,0,,,0,
873,COATINGS 903 CRANE,,,,FALSE,,,,,0,,,0,
874,COATINGS 902 CRANE,,,,FALSE,,,,,0,,,0,
875,CM 2 GIS LOWER LEVEL DEHUMIDIFIER,,,,FALSE,,,,,0,,,0,
A007,CM 2 Building General Area,CM 2,,,FALSE,,,,,0,,,0,
762,803 MCC South McLean,CM 2,Annealing,3,FALSE,,12/21/2020,R134A,,0,,,0,
650,"""VTD Boiler Room Fan 2 - 12,000 CFM 1HP""",Degasser,"""VTD Boiler Room Fan 2 - 12,000 CFM 1HP""",,FALSE,,,,,0,Fan,,0,
649,"""VTD Boiler Room Fan 1 - 12,000 CFM  1HP""",Degasser,"""VTD Boiler Room Fan 1 - 12,000 CFM  1HP""",,FALSE,,,,24x24,0,Fan,,9,
672,"""Pickle Line Supply Fan 4 - 36,000 CFM""",Cold Mill,"""Pickle Line Supply Fan 4 - 36,000 CFM""",,FALSE,,,,,0,Fan,,0,
671,"""Pickle Line Supply Fan 3 - 36,000 CFM""",Cold Mill,"""Pickle Line Supply Fan 3 - 36,000 CFM""",,FALSE,,,,,0,Fan,,0,
670,"""Pickle Line Supply Fan 2 - 36,000 CFM""",Cold Mill,"""Pickle Line Supply Fan 2 - 36,000 CFM""",,FALSE,,,,,0,Fan,,0,
669,"""Pickle Line Supply Fan 1 - 36,000 CFM""",Cold Mill,"""Pickle Line Supply Fan 1 - 36,000 CFM""",,FALSE,,,,,0,Fan,,0,
032,Sales Bldg Ice Machine,Admin / Cafeteria,Sales Bldg/Bottom Floor,ICEU300HA1,FALSE,07091280011242,,R404A,,0,Ice Machine,,0,16 OZ
251,PROCESS AHU North,Cold Mill,PROCESS AHU North,40RMS034601HC,FALSE,0904F18429,,,24x24,0,Chilled Water Fan Coil,,4,
250,PROCESS AHU Middle,Cold Mill,PROCESS AHU Middle,40RMS034601HC,FALSE,0904F18441,,,24x24,0,Chilled Water Fan Coil,,4,
029,MELTSHOP Lab Pressurization Unit,Melt Shop,MELTSHOP Lab Pressurization Unit,FA22800,FALSE,100188,,,24x24,0,Fresh Air,,2,
258,Pickle Line Exit Transformer Rm.,Pickle Line,Pickle Line Exit Transformer Rm.,40RMS034601HC,FALSE,1108U07874,,,24X24,0,Chilled Water Fan Coil,,8,
223,RT Basement South Fresh Air,Cold Mill,RT Basement South Fresh Air,39TH61BAAFGH,FALSE,1598F36561,,,16x25,0,AHU,,35,
854,MELT SHOP OFFICE CONNEX,Melt Shop,MELT SHOP OFFICE CONNEX,MUZ-GL24NA,FALSE,2000134T,5/18/2023,R410-A,N/A,0,Mini Split,,0,
812,Melters Office Ice Machine,Melt Shop,Melt Shop,ICEU150FA8,FALSE,210212800 10408,3/5/2021,R404,,0,Ice Machine,,0,12OZ
242,Bridal Fan #2,Cold Mill,Bridal Fan #2,165CPS165CPSCL1,FALSE,223S946354000000701,,,16x25,0,Fan,,4,
241,Bridal Fan #1,Cold Mill,Bridal Fan #1,165CPS165CPSCL1,FALSE,223S946354000000702,,,16x25,0,Fan,,4,
849,GALV LINE ZINC POT BASEMENT BLOWER,CM 2,GALV LINE,490 GAS S 490CA-SWS1 CL2,FALSE,223SJ14910 00/0000701,,,24X24,0,Fresh Air,,32,
860,NEW MET LAB RESTROOM,,,TSC09H4R0A2900010000000C0000000,FALSE,224015628L,,,,0,,,0,
863,NEW MET LAB TESTING AREA B,Outer Buildings,NEW MET LAB,TSC09H4R0A2900010000000C0000000,FALSE,224111818L,,,,0,,,0,
850,MINI SPLIT,Nucor Coating,IT ROOM,38MARBQ36AA3,FALSE,2421V20454,3/10/2023,R-410A,WASHABLE,0,Mini Split,,0,7.5 LBS
459,FLUX FEED East Fire Supression,MS Outer Bldgs,FLUX FEED East Fire Supression,FA4CNF030,FALSE,4606A68559,,,16x20,0,Heater,,1,
460,FLUX FEED West Fire Supression,MS Outer Bldgs,FLUX FEED West Fire Supression,FA4CNF030,FALSE,4606A70293,,,16x20,0,Heater,,1,
856,NEW MET LAB CONFERENCE ROOM,,,38MBRB948AA3,FALSE,4921V29852,,,,0,,,0,
470,Ice Machine,Melt Shop,Ice Machine,ICE0500FT2,FALSE,6.08128E+12,,R404A,,0,Ice Machine,,0,23 OZ
232,Galv Line Shipping Heater,Cold Mill,Galv Line Shipping Heater,GHLIFP3001175,FALSE,9870414,,,,0,Heater,,0,
234,Galv Line Shipping Heater,Cold Mill,Galv Line Shipping Heater,GHLIFP3001175,FALSE,9870415,,,,0,Heater,,0,
231,Galv Line Shipping Heater,Cold Mill,Galv Line Shipping Heater,GHLIFP3001175,FALSE,9870416,,,,0,Heater,,0,
233,Galv Line Shipping Heater,Cold Mill,Galv Line Shipping Heater,GHLIFP3001175,FALSE,9870417,,,,0,Heater,,0,
044,Transvault,LMF,Transvault,MCCA030JBCOCCA000,FALSE,K92C14850,,,,0,AHU,,0,
124,Coiler Hydraulic 2,Hot Mill,Coiler Hydraulic 2,MCCA030MABOBOAO,FALSE,K92C14863,,,24X24,0,AHU,,6,
123,Coiler Hydraulic 1,Hot Mill,Coiler Hydraulic 1,MCCA030MABOBOAO,FALSE,K92C14866,,,24X24,0,AHU,,6,
121,Coiler MCC 2,Hot Mill,Coiler MCC 2,MCCA025CAD0C0A000000,FALSE,K92C15549,,,24x24,0,AHU,,6,
104,Hot Mill Stand Transformer Rm. Sec Sub 13,Hot Mill,Hot Mill Stand Transformer Rm. Sec Sub 13,MCCA010GACBBB000E0E,FALSE,K92C15757,,,24X24,0,AHU,,2,
118,Air Handler Tunnel Furnace,Hot Mill,Air Handler Tunnel Furnace,MCCA017ADOCOAOA,FALSE,K92C15760,,,,0,AHU,,0,
120,Coiler MCC 1,Hot Mill,Coiler MCC 1,MCCA025CAD0C0A000000,FALSE,K92C15808,,,24x24,0,AHU,,6,
127,FX MCC 2,Hot Mill,FX MCC 2,MCCA025CAD0C0A000000,FALSE,K92D16700,,,,0,AHU,,0,
861,NEW MET LAB LAB,,,ZR150E54R4A4JAA1A1,FALSE,N2M1720277,,,,0,,,0,
661,Mobile Maitenance Hanging Heater,MS Outer Bldgs,Mobile Maitenance Hanging Heater,SEP-400A-4,FALSE,S6003M05025,,,,0,Heater,,0,
1001,COLD MILL ELECTRIC ROOM - NON CONTRACT,Cold Mill,ELECTRIC ROOM,YN024GLF119RPE,FALSE,Z4U20103027337,5/28/2024,R410A,,0,Mini Split,,0,